location,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,raw_longitude,longitude,latitude,CTDPRS_T_VALUE_SENSOR [dbar],QV:SEADATANET,depth,QV:SEADATANET,Y_D_CONC_BOTTLE [pmol/kg],STANDARD_DEV,QV:SEADATANET,Y_D_CONC_FISH [pmol/kg],QV:SEADATANET,La,STANDARD_DEV,QV:SEADATANET,La_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,La_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,La_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Ce,STANDARD_DEV,QV:SEADATANET,Ce_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Ce_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Ce_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Pr,STANDARD_DEV,QV:SEADATANET,Pr_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Pr_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Pr_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Nd,STANDARD_DEV,QV:SEADATANET,Nd_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Nd_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Nd_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Sm,STANDARD_DEV,QV:SEADATANET,Sm_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Sm_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Sm_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Eu,STANDARD_DEV,QV:SEADATANET,Eu_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Eu_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Eu_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Gd,STANDARD_DEV,QV:SEADATANET,Gd_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Gd_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Gd_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Tb,STANDARD_DEV,QV:SEADATANET,Tb_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Tb_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Tb_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Dy,STANDARD_DEV,QV:SEADATANET,Dy_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Dy_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Dy_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Ho,STANDARD_DEV,QV:SEADATANET,Ho_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Ho_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Ho_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Er,STANDARD_DEV,QV:SEADATANET,Er_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Er_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Er_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Tm,STANDARD_DEV,QV:SEADATANET,Tm_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Tm_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Tm_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Yb,STANDARD_DEV,QV:SEADATANET,Yb_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Yb_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Yb_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,Lu,STANDARD_DEV,QV:SEADATANET,Lu_D_CONC_FISH [pmol/kg],STANDARD_DEV,QV:SEADATANET,Lu_D_CONC_UWAY [pmol/kg],STANDARD_DEV,QV:SEADATANET,Lu_D_CONC_BOAT_PUMP [pmol/kg],STANDARD_DEV,QV:SEADATANET,QV:ODV:SAMPLE
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,24.1,0,23.9,0,140.635132,,5,,9,19.47473,,1,,,9,,,9,,,9,14.333636,,1,,,9,,,9,,,9,3.647191,,1,,,9,,,9,,,9,16.320028,,1,,,9,,,9,,,9,3.101465,,1,,,9,,,9,,,9,0.934788,,1,,,9,,,9,,,9,4.627342,,1,,,9,,,9,,,9,0.765122,,1,,,9,,,9,,,9,5.565683,,1,,,9,,,9,,,9,1.445829,,1,,,9,,,9,,,9,4.508715,,1,,,9,,,9,,,9,0.607171,,1,,,9,,,9,,,9,3.79999,,1,,,9,,,9,,,9,0.579948,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,35,0,34.7,0,142.798294,,5,,9,20.845755,,1,,,9,,,9,,,9,16.887186,,1,,,9,,,9,,,9,3.897719,,1,,,9,,,9,,,9,16.561304,,1,,,9,,,9,,,9,3.444644,,1,,,9,,,9,,,9,0.983839,,1,,,9,,,9,,,9,4.938366,,1,,,9,,,9,,,9,0.802596,,1,,,9,,,9,,,9,5.875991,,1,,,9,,,9,,,9,1.472963,,1,,,9,,,9,,,9,4.63153,,1,,,9,,,9,,,9,0.630057,,1,,,9,,,9,,,9,3.855863,,1,,,9,,,9,,,9,0.613831,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,39.9,0,39.6,0,139.513657,,5,,9,18.361498,,1,,,9,,,9,,,9,12.796327,,1,,,9,,,9,,,9,3.518812,,1,,,9,,,9,,,9,15.199455,,1,,,9,,,9,,,9,3.13025,,1,,,9,,,9,,,9,0.934371,,1,,,9,,,9,,,9,4.587365,,1,,,9,,,9,,,9,0.772829,,1,,,9,,,9,,,9,5.80047,,1,,,9,,,9,,,9,1.449741,,1,,,9,,,9,,,9,4.620785,,1,,,9,,,9,,,9,0.631402,,1,,,9,,,9,,,9,3.872933,,1,,,9,,,9,,,9,0.625943,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,68.5,0,68,0,141.210068,,5,,9,19.051346,,1,,,9,,,9,,,9,11.228178,,1,,,9,,,9,,,9,3.357544,,1,,,9,,,9,,,9,14.329841,,1,,,9,,,9,,,9,2.889282,,1,,,9,,,9,,,9,0.824531,,1,,,9,,,9,,,9,4.290338,,1,,,9,,,9,,,9,0.748298,,1,,,9,,,9,,,9,5.379701,,1,,,9,,,9,,,9,1.420948,,1,,,9,,,9,,,9,4.540745,,1,,,9,,,9,,,9,0.621412,,1,,,9,,,9,,,9,3.808411,,1,,,9,,,9,,,9,0.592847,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,136.4,0,135.5,0,145.352585,,5,,9,20.900167,,1,,,9,,,9,,,9,10.069885,,1,,,9,,,9,,,9,3.775299,,1,,,9,,,9,,,9,16.867811,,1,,,9,,,9,,,9,3.151309,,1,,,9,,,9,,,9,0.895303,,1,,,9,,,9,,,9,4.734738,,1,,,9,,,9,,,9,0.804865,,1,,,9,,,9,,,9,5.787616,,1,,,9,,,9,,,9,1.488786,,1,,,9,,,9,,,9,4.678341,,1,,,9,,,9,,,9,0.643399,,1,,,9,,,9,,,9,4.199904,,1,,,9,,,9,,,9,0.63096,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,200.7,0,199.3,0,141.111862,,5,,9,21.038637,,1,,,9,,,9,,,9,6.442324,,1,,,9,,,9,,,9,3.73605,,1,,,9,,,9,,,9,16.059122,,1,,,9,,,9,,,9,3.32019,,1,,,9,,,9,,,9,0.939499,,1,,,9,,,9,,,9,4.637073,,1,,,9,,,9,,,9,0.777442,,1,,,9,,,9,,,9,5.795767,,1,,,9,,,9,,,9,1.448157,,1,,,9,,,9,,,9,4.730883,,1,,,9,,,9,,,9,0.646931,,1,,,9,,,9,,,9,4.027223,,1,,,9,,,9,,,9,0.650507,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,302.4,0,300.2,0,138.321762,,5,,9,21.0137,,1,,,9,,,9,,,9,5.370219,,1,,,9,,,9,,,9,3.839487,,1,,,9,,,9,,,9,15.95041,,1,,,9,,,9,,,9,3.229535,,1,,,9,,,9,,,9,0.930219,,1,,,9,,,9,,,9,4.706634,,1,,,9,,,9,,,9,0.772068,,1,,,9,,,9,,,9,5.550778,,1,,,9,,,9,,,9,1.41773,,1,,,9,,,9,,,9,4.586242,,1,,,9,,,9,,,9,0.636869,,1,,,9,,,9,,,9,4.096719,,1,,,9,,,9,,,9,0.645116,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,403.8,0,400.7,0,141.585541,,5,,9,23.48625,,1,,,9,,,9,,,9,7.642183,,1,,,9,,,9,,,9,4.286652,,1,,,9,,,9,,,9,18.170387,,1,,,9,,,9,,,9,3.448527,,1,,,9,,,9,,,9,0.982221,,1,,,9,,,9,,,9,5.066143,,1,,,9,,,9,,,9,0.812498,,1,,,9,,,9,,,9,5.850744,,1,,,9,,,9,,,9,1.518995,,1,,,9,,,9,,,9,4.852536,,1,,,9,,,9,,,9,0.658287,,1,,,9,,,9,,,9,4.229166,,1,,,9,,,9,,,9,0.68546,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,505.9,0,501.9,0,147.848389,,5,,9,23.857512,,1,,,9,,,9,,,9,7.380705,,1,,,9,,,9,,,9,4.489644,,1,,,9,,,9,,,9,18.446646,,1,,,9,,,9,,,9,3.765138,,1,,,9,,,9,,,9,1.063918,,1,,,9,,,9,,,9,5.335185,,1,,,9,,,9,,,9,0.861973,,1,,,9,,,9,,,9,6.175115,,1,,,9,,,9,,,9,1.550032,,1,,,9,,,9,,,9,5.198641,,1,,,9,,,9,,,9,0.709775,,1,,,9,,,9,,,9,4.617143,,1,,,9,,,9,,,9,0.69329,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,647.5,0,642.1,0,148.195374,,1,,9,21.057671,,1,,,9,,,9,,,9,5.874893,,1,,,9,,,9,,,9,3.923725,,1,,,9,,,9,,,9,17.396809,,1,,,9,,,9,,,9,3.57677,,1,,,9,,,9,,,9,1.062142,,1,,,9,,,9,,,9,5.314704,,1,,,9,,,9,,,9,0.866496,,1,,,9,,,9,,,9,6.479847,,1,,,9,,,9,,,9,1.603854,,1,,,9,,,9,,,9,5.291167,,1,,,9,,,9,,,9,0.722426,,1,,,9,,,9,,,9,4.614501,,1,,,9,,,9,,,9,0.754611,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,783.5,0,776.7,0,145.425919,,5,,9,22.580029,,1,,,9,,,9,,,9,5.835304,,1,,,9,,,9,,,9,4.034952,,1,,,9,,,9,,,9,17.484766,,1,,,9,,,9,,,9,3.644507,,1,,,9,,,9,,,9,1.057022,,1,,,9,,,9,,,9,5.194474,,1,,,9,,,9,,,9,0.872336,,1,,,9,,,9,,,9,6.445597,,1,,,9,,,9,,,9,1.59984,,1,,,9,,,9,,,9,5.169302,,1,,,9,,,9,,,9,0.724847,,1,,,9,,,9,,,9,4.656793,,1,,,9,,,9,,,9,0.765841,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,884.4,0,876.4,0,150.753403,,5,,9,24.254854,,1,,,9,,,9,,,9,7.677712,,1,,,9,,,9,,,9,4.411371,,1,,,9,,,9,,,9,19.266365,,1,,,9,,,9,,,9,3.925555,,1,,,9,,,9,,,9,1.100701,,1,,,9,,,9,,,9,5.677924,,1,,,9,,,9,,,9,0.87667,,1,,,9,,,9,,,9,6.602289,,1,,,9,,,9,,,9,1.630679,,1,,,9,,,9,,,9,5.267487,,1,,,9,,,9,,,9,0.732623,,1,,,9,,,9,,,9,4.641552,,1,,,9,,,9,,,9,0.777683,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,909.4,0,900.2,0,155.605515,,5,,9,24.666754,,1,,,9,,,9,,,9,8.332733,,1,,,9,,,9,,,9,4.47474,,1,,,9,,,9,,,9,19.002129,,1,,,9,,,9,,,9,3.983833,,1,,,9,,,9,,,9,1.169273,,1,,,9,,,9,,,9,5.92342,,1,,,9,,,9,,,9,0.918276,,1,,,9,,,9,,,9,6.714914,,1,,,9,,,9,,,9,1.641551,,1,,,9,,,9,,,9,5.294409,,1,,,9,,,9,,,9,0.72311,,1,,,9,,,9,,,9,4.724218,,1,,,9,,,9,,,9,0.783419,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,1000.5,0,990.3,0,156.690506,,5,,9,25.400333,,1,,,9,,,9,,,9,8.668155,,1,,,9,,,9,,,9,4.859726,,1,,,9,,,9,,,9,18.84145,,1,,,9,,,9,,,9,4.285071,,1,,,9,,,9,,,9,1.149778,,1,,,9,,,9,,,9,5.921169,,1,,,9,,,9,,,9,0.985432,,1,,,9,,,9,,,9,6.930121,,1,,,9,,,9,,,9,1.662897,,1,,,9,,,9,,,9,5.788775,,1,,,9,,,9,,,9,0.745943,,1,,,9,,,9,,,9,4.989453,,1,,,9,,,9,,,9,0.797366,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,1162.6,0,1150.3,0,156.092667,,5,,9,25.281715,,1,,,9,,,9,,,9,8.045233,,1,,,9,,,9,,,9,4.589832,,1,,,9,,,9,,,9,19.111937,,1,,,9,,,9,,,9,3.891403,,1,,,9,,,9,,,9,1.129718,,1,,,9,,,9,,,9,6.15469,,1,,,9,,,9,,,9,0.94971,,1,,,9,,,9,,,9,6.577678,,1,,,9,,,9,,,9,1.688579,,1,,,9,,,9,,,9,5.069708,,1,,,9,,,9,,,9,0.737878,,1,,,9,,,9,,,9,5.042268,,1,,,9,,,9,,,9,0.791392,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,1307.5,0,1293.3,0,157.955551,,5,,9,25.284195,,1,,,9,,,9,,,9,7.588637,,1,,,9,,,9,,,9,4.657245,,1,,,9,,,9,,,9,19.354134,,1,,,9,,,9,,,9,4.184994,,1,,,9,,,9,,,9,1.218515,,1,,,9,,,9,,,9,5.436349,,1,,,9,,,9,,,9,0.946613,,1,,,9,,,9,,,9,6.72892,,1,,,9,,,9,,,9,1.71174,,1,,,9,,,9,,,9,5.323402,,1,,,9,,,9,,,9,0.765353,,1,,,9,,,9,,,9,4.83752,,1,,,9,,,9,,,9,0.784651,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,1497,0,1480.1,0,161.217392,,1,,9,22.07675,,1,,,9,,,9,,,9,4.957897,,1,,,9,,,9,,,9,4.108777,,1,,,9,,,9,,,9,18.431238,,1,,,9,,,9,,,9,3.861277,,1,,,9,,,9,,,9,1.021093,,1,,,9,,,9,,,9,5.584816,,1,,,9,,,9,,,9,0.894105,,1,,,9,,,9,,,9,6.456283,,1,,,9,,,9,,,9,1.651111,,1,,,9,,,9,,,9,5.318813,,1,,,9,,,9,,,9,0.756323,,1,,,9,,,9,,,9,5.004061,,1,,,9,,,9,,,9,0.813069,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,1720.9,0,1700.7,0,153.738556,,5,,9,26.798735,,1,,,9,,,9,,,9,7.139231,,1,,,9,,,9,,,9,4.587237,,1,,,9,,,9,,,9,18.431515,,1,,,9,,,9,,,9,4.018814,,1,,,9,,,9,,,9,1.05966,,1,,,9,,,9,,,9,5.244045,,1,,,9,,,9,,,9,0.859923,,1,,,9,,,9,,,9,6.106736,,1,,,9,,,9,,,9,1.555825,,1,,,9,,,9,,,9,5.119242,,1,,,9,,,9,,,9,0.758347,,1,,,9,,,9,,,9,4.797768,,1,,,9,,,9,,,9,0.806034,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,1924.2,0,1900.6,0,146.495056,,1,,9,26.401659,,1,,,9,,,9,,,9,7.164601,,1,,,9,,,9,,,9,4.338181,,1,,,9,,,9,,,9,17.936949,,1,,,9,,,9,,,9,3.701491,,1,,,9,,,9,,,9,1.015151,,1,,,9,,,9,,,9,4.909827,,1,,,9,,,9,,,9,0.794858,,1,,,9,,,9,,,9,6.079819,,1,,,9,,,9,,,9,1.509679,,1,,,9,,,9,,,9,4.967937,,1,,,9,,,9,,,9,0.699227,,1,,,9,,,9,,,9,4.800314,,1,,,9,,,9,,,9,0.779829,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,2128.1,0,2101,0,145.238602,,1,,9,24.903053,,1,,,9,,,9,,,9,7.19304,,1,,,9,,,9,,,9,4.234114,,1,,,9,,,9,,,9,18.538969,,1,,,9,,,9,,,9,3.680125,,1,,,9,,,9,,,9,0.94842,,1,,,9,,,9,,,9,5.126613,,1,,,9,,,9,,,9,0.793096,,1,,,9,,,9,,,9,5.791165,,1,,,9,,,9,,,9,1.514468,,1,,,9,,,9,,,9,5.001005,,1,,,9,,,9,,,9,0.70428,,1,,,9,,,9,,,9,4.816959,,1,,,9,,,9,,,9,0.804314,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,2331.3,0,2300.6,0,148.516586,,5,,9,28.346148,,1,,,9,,,9,,,9,7.953285,,1,,,9,,,9,,,9,4.608827,,1,,,9,,,9,,,9,19.247202,,1,,,9,,,9,,,9,3.559126,,1,,,9,,,9,,,9,1.018823,,1,,,9,,,9,,,9,5.055712,,1,,,9,,,9,,,9,0.805785,,1,,,9,,,9,,,9,5.758911,,1,,,9,,,9,,,9,1.518485,,1,,,9,,,9,,,9,5.065179,,1,,,9,,,9,,,9,0.688583,,1,,,9,,,9,,,9,4.788887,,1,,,9,,,9,,,9,0.784401,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,2535.5,0,2500.9,0,149.713058,,5,,9,28.752703,,1,,,9,,,9,,,9,7.882563,,1,,,9,,,9,,,9,4.59467,,1,,,9,,,9,,,9,18.059113,,1,,,9,,,9,,,9,3.753737,,1,,,9,,,9,,,9,0.988484,,1,,,9,,,9,,,9,5.420429,,1,,,9,,,9,,,9,0.848999,,1,,,9,,,9,,,9,5.702521,,1,,,9,,,9,,,9,1.530074,,1,,,9,,,9,,,9,5.097148,,1,,,9,,,9,,,9,0.702145,,1,,,9,,,9,,,9,4.746968,,1,,,9,,,9,,,9,0.836479,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,2637.7,0,2601,0,152.812576,,5,,9,30.083748,,1,,,9,,,9,,,9,7.944293,,1,,,9,,,9,,,9,4.702865,,1,,,9,,,9,,,9,18.954725,,1,,,9,,,9,,,9,3.809498,,1,,,9,,,9,,,9,0.999728,,1,,,9,,,9,,,9,4.993815,,1,,,9,,,9,,,9,0.835267,,1,,,9,,,9,,,9,5.712545,,1,,,9,,,9,,,9,1.463825,,1,,,9,,,9,,,9,4.938522,,1,,,9,,,9,,,9,0.70227,,1,,,9,,,9,,,9,4.476368,,1,,,9,,,9,,,9,0.83691,,1,,,9,,,9,,,9,1
GA03Station 1,GA03,Station 1,B,2010-10-17T00:13:29,350.33792,-9.66208,38.3271,2739.5,0,2700.7,0,151.60463,,5,,9,30.616035,,1,,,9,,,9,,,9,7.786142,,1,,,9,,,9,,,9,4.727909,,1,,,9,,,9,,,9,19.540312,,1,,,9,,,9,,,9,3.986364,,1,,,9,,,9,,,9,1.019591,,1,,,9,,,9,,,9,5.346297,,1,,,9,,,9,,,9,0.838629,,1,,,9,,,9,,,9,5.97863,,1,,,9,,,9,,,9,1.578303,,1,,,9,,,9,,,9,4.946011,,1,,,9,,,9,,,9,0.716488,,1,,,9,,,9,,,9,5.08777,,1,,,9,,,9,,,9,0.866836,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,31.8,0,31.5,0,131.50145,,1,,9,26.980877,,1,,,9,,,9,,,9,31.39039,,1,,,9,,,9,,,9,6.492235,,1,,,9,,,9,,,9,28.176802,,1,,,9,,,9,,,9,5.595215,,1,,,9,,,9,,,9,1.374621,,1,,,9,,,9,,,9,6.662605,,1,,,9,,,9,,,9,0.966972,,1,,,9,,,9,,,9,6.381205,,1,,,9,,,9,,,9,1.474171,,1,,,9,,,9,,,9,4.539638,,1,,,9,,,9,,,9,0.604272,,1,,,9,,,9,,,9,3.636716,,1,,,9,,,9,,,9,0.554663,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,50.9,0,50.6,0,115.708717,,1,,9,20.770191,,1,,,9,,,9,,,9,19.734478,,1,,,9,,,9,,,9,4.112569,,1,,,9,,,9,,,9,17.69993,,1,,,9,,,9,,,9,3.327577,,1,,,9,,,9,,,9,0.840073,,1,,,9,,,9,,,9,4.211732,,1,,,9,,,9,,,9,0.630681,,1,,,9,,,9,,,9,4.44754,,1,,,9,,,9,,,9,1.139151,,1,,,9,,,9,,,9,3.7296,,1,,,9,,,9,,,9,0.504625,,1,,,9,,,9,,,9,3.207565,,1,,,9,,,9,,,9,0.519297,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,85.1,0,84.6,0,123.851036,,1,,9,24.219093,,1,,,9,,,9,,,9,14.327437,,1,,,9,,,9,,,9,4.476878,,1,,,9,,,9,,,9,19.300169,,1,,,9,,,9,,,9,3.664496,,1,,,9,,,9,,,9,0.914719,,1,,,9,,,9,,,9,4.664115,,1,,,9,,,9,,,9,0.693526,,1,,,9,,,9,,,9,4.890613,,1,,,9,,,9,,,9,1.241939,,1,,,9,,,9,,,9,4.111893,,1,,,9,,,9,,,9,0.556463,,1,,,9,,,9,,,9,3.544709,,1,,,9,,,9,,,9,0.573474,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,101.3,0,100.7,0,122.615051,,1,,9,23.98147,,1,,,9,,,9,,,9,12.945007,,1,,,9,,,9,,,9,4.438024,,1,,,9,,,9,,,9,18.970114,,1,,,9,,,9,,,9,3.595656,,1,,,9,,,9,,,9,0.92341,,1,,,9,,,9,,,9,4.581328,,1,,,9,,,9,,,9,0.684231,,1,,,9,,,9,,,9,4.807976,,1,,,9,,,9,,,9,1.243433,,1,,,9,,,9,,,9,4.112114,,1,,,9,,,9,,,9,0.564422,,1,,,9,,,9,,,9,3.607711,,1,,,9,,,9,,,9,0.581729,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,141.4,0,140.6,0,127.868813,,1,,9,23.789419,,1,,,9,,,9,,,9,11.324417,,1,,,9,,,9,,,9,4.472549,,1,,,9,,,9,,,9,19.168055,,1,,,9,,,9,,,9,3.705403,,1,,,9,,,9,,,9,0.93349,,1,,,9,,,9,,,9,4.737476,,1,,,9,,,9,,,9,0.720567,,1,,,9,,,9,,,9,5.113697,,1,,,9,,,9,,,9,1.297986,,1,,,9,,,9,,,9,4.287881,,1,,,9,,,9,,,9,0.586336,,1,,,9,,,9,,,9,3.762308,,1,,,9,,,9,,,9,0.608122,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,187.5,0,186.3,0,127.352463,,1,,9,23.643623,,1,,,9,,,9,,,9,10.24794,,1,,,9,,,9,,,9,4.490482,,1,,,9,,,9,,,9,19.431644,,1,,,9,,,9,,,9,3.611108,,1,,,9,,,9,,,9,0.943158,,1,,,9,,,9,,,9,4.697276,,1,,,9,,,9,,,9,0.713483,,1,,,9,,,9,,,9,5.063464,,1,,,9,,,9,,,9,1.282974,,1,,,9,,,9,,,9,4.213109,,1,,,9,,,9,,,9,0.5881,,1,,,9,,,9,,,9,3.821276,,1,,,9,,,9,,,9,0.609837,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,236.7,0,235.2,0,127.766808,,1,,9,24.489092,,1,,,9,,,9,,,9,9.710657,,1,,,9,,,9,,,9,4.608528,,1,,,9,,,9,,,9,19.708183,,1,,,9,,,9,,,9,3.789827,,1,,,9,,,9,,,9,0.945886,,1,,,9,,,9,,,9,4.873257,,1,,,9,,,9,,,9,0.723224,,1,,,9,,,9,,,9,5.159652,,1,,,9,,,9,,,9,1.313042,,1,,,9,,,9,,,9,4.30289,,1,,,9,,,9,,,9,0.598398,,1,,,9,,,9,,,9,3.805643,,1,,,9,,,9,,,9,0.618541,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,292.5,0,290.5,0,132.502853,,1,,9,25.793526,,1,,,9,,,9,,,9,9.190297,,1,,,9,,,9,,,9,4.890141,,1,,,9,,,9,,,9,20.886236,,1,,,9,,,9,,,9,4.047228,,1,,,9,,,9,,,9,1.011626,,1,,,9,,,9,,,9,5.101981,,1,,,9,,,9,,,9,0.760333,,1,,,9,,,9,,,9,5.375913,,1,,,9,,,9,,,9,1.353832,,1,,,9,,,9,,,9,4.329235,,1,,,9,,,9,,,9,0.605343,,1,,,9,,,9,,,9,3.893563,,1,,,9,,,9,,,9,0.630644,,1,,,9,,,9,,,9,1
GA03Station 10,GA03,Station 10,B,2010-10-30T09:25:49,339.1824,-20.8176,17.3535,424.2,0,421.3,0,135.608353,,1,,9,27.079828,,1,,,9,,,9,,,9,7.45147,,1,,,9,,,9,,,9,5.154364,,1,,,9,,,9,,,9,22.581003,,1,,,9,,,9,,,9,4.246241,,1,,,9,,,9,,,9,1.059344,,1,,,9,,,9,,,9,5.37692,,1,,,9,,,9,,,9,0.797877,,1,,,9,,,9,,,9,5.592895,,1,,,9,,,9,,,9,1.406786,,1,,,9,,,9,,,9,4.579617,,1,,,9,,,9,,,9,0.633682,,1,,,9,,,9,,,9,4.160019,,1,,,9,,,9,,,9,0.684776,,1,,,9,,,9,,,9,1
