La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
44.56,88.25,10.15,37.32,,6.884,1.215,6.043,0.8914,5.325,1.052,3.075,0.451,3.012,0.4386
